county_name,state,year,obesity_rate,diabetes_rate,excercise_rate,no_of_hospitals
Abbeville,SC,2011,35,13,0,3
Abbeville,SC,2012,37,13,0,3
Abbeville,SC,2013,37,14,0,3
Acadia,LA,2011,36,10,8,6
Acadia,LA,2012,38,10,12,6
Acadia,LA,2013,38,10,11,6
Accomack,VA,2011,36,12,13,0
Accomack,VA,2012,38,12,8,0
Accomack,VA,2013,38,13,6,0
Ada,ID,2011,24,7,12,9
Ada,ID,2012,25,7,11,9
Ada,ID,2013,25,7,12,9
Adair,IA,2011,33,11,27,3
Adair,IA,2012,38,11,27,3
Adair,IA,2013,38,11,26,3
Adair,KY,2011,40,13,0,3
Adair,KY,2012,43,13,6,3
Adair,KY,2013,43,13,5,3
Adair,MO,2011,34,9,4,3
Adair,MO,2012,34,9,4,3
Adair,MO,2013,34,9,4,3
Adair,OK,2011,40,14,5,3
Adair,OK,2012,43,14,0,3
Adair,OK,2013,43,14,0,3
Adams,CO,2011,27,6,5,12
Adams,CO,2012,27,6,5,12
Adams,CO,2013,27,7,5,12
Adams,IA,2011,35,9,0,3
Adams,IA,2012,40,9,0,3
Adams,IA,2013,40,9,0,3
Adams,ID,2011,40,10,0,0
Adams,ID,2012,34,10,0,0
Adams,ID,2013,34,11,0,0
Adams,IL,2011,31,10,10,3
Adams,IL,2012,37,10,10,3
Adams,IL,2013,37,9,12,3
Adams,IN,2011,35,9,18,3
Adams,IN,2012,40,9,15,3
Adams,IN,2013,40,9,15,3
Adams,MS,2011,42,15,13,6
Adams,MS,2012,41,15,7,6
Adams,MS,2013,41,15,6,6
Adams,ND,2011,33,11,0,3
Adams,ND,2012,37,11,0,3
Adams,ND,2013,37,11,0,3
Adams,NE,2011,32,8,12,3
Adams,NE,2012,32,8,15,3
Adams,NE,2013,32,8,13,3
Adams,OH,2011,35,10,0,3
Adams,OH,2012,38,10,0,3
Adams,OH,2013,38,10,0,3
Adams,PA,2011,33,10,11,3
Adams,PA,2012,32,10,10,3
Adams,PA,2013,32,12,10,3
Adams,WA,2011,42,11,6,6
Adams,WA,2012,41,11,6,6
Adams,WA,2013,41,10,5,6
Adams,WI,2011,35,10,0,3
Adams,WI,2012,39,10,5,3
Adams,WI,2013,39,11,5,3
Addison,VT,2011,24,6,16,3
Addison,VT,2012,25,6,14,3
Addison,VT,2013,25,7,16,3
Aiken,SC,2011,34,11,8,3
Aiken,SC,2012,35,11,6,3
Aiken,SC,2013,35,11,5,3
Aitkin,MN,2011,32,11,6,3
Aitkin,MN,2012,35,11,6,3
Aitkin,MN,2013,35,10,0,3
Alachua,FL,2011,29,8,10,6
Alachua,FL,2012,28,8,12,6
Alachua,FL,2013,28,7,12,6
Alamance,NC,2011,35,11,11,3
Alamance,NC,2012,37,11,10,3
Alamance,NC,2013,37,12,9,3
Alameda,CA,2011,22,7,10,33
Alameda,CA,2012,22,7,10,33
Alameda,CA,2013,22,8,10,33
Alamosa,CO,2011,27,7,26,3
Alamosa,CO,2012,25,7,19,3
Alamosa,CO,2013,25,7,19,3
Albany,NY,2011,30,8,12,9
Albany,NY,2012,28,8,12,9
Albany,NY,2013,28,8,13,9
Albany,WY,2011,24,5,12,3
Albany,WY,2012,25,5,18,3
Albany,WY,2013,25,5,11,3
Albemarle,VA,2011,29,9,13,3
Albemarle,VA,2012,32,9,13,3
Albemarle,VA,2013,32,11,12,3
Alcona,MI,2011,35,14,0,0
Alcona,MI,2012,37,14,0,0
Alcona,MI,2013,37,15,0,0
Alcorn,MS,2011,37,12,8,3
Alcorn,MS,2012,37,12,8,3
Alcorn,MS,2013,37,13,11,3
"Aleutians East",AK,2011,39,6,0,0
"Aleutians East",AK,2012,39,6,0,0
"Aleutians East",AK,2013,39,8,0,0
"Aleutians West",AK,2011,40,6,0,0
"Aleutians West",AK,2012,35,6,0,0
"Aleutians West",AK,2013,35,7,0,0
Alexander,IL,2011,33,11,0,0
Alexander,IL,2012,39,11,0,0
Alexander,IL,2013,39,11,0,0
Alexander,NC,2011,35,10,11,0
Alexander,NC,2012,35,10,8,0
Alexander,NC,2013,35,11,5,0
"Alexandria City",VA,2011,25,7,12,3
"Alexandria City",VA,2012,24,7,11,3
"Alexandria City",VA,2013,24,6,11,3
Alfalfa,OK,2011,38,11,0,0
Alfalfa,OK,2012,38,11,0,0
Alfalfa,OK,2013,38,13,0,0
Alger,MI,2011,36,11,0,3
Alger,MI,2012,38,11,0,3
Alger,MI,2013,38,11,0,3
Allamakee,IA,2011,33,10,0,3
Allamakee,IA,2012,35,10,0,3
Allamakee,IA,2013,35,9,0,3
Allegan,MI,2011,34,9,5,3
Allegan,MI,2012,37,9,5,3
Allegan,MI,2013,37,9,5,3
Allegany,MD,2011,33,14,19,3
Allegany,MD,2012,34,14,17,3
Allegany,MD,2013,34,12,13,3
Allegany,NY,2011,33,10,6,6
Allegany,NY,2012,35,10,6,6
Allegany,NY,2013,35,10,6,6
Alleghany,NC,2011,33,11,9,3
Alleghany,NC,2012,31,11,9,3
Alleghany,NC,2013,31,11,18,3
Alleghany,VA,2011,33,10,6,3
Alleghany,VA,2012,32,10,6,3
Alleghany,VA,2013,32,10,6,3
Allegheny,PA,2011,30,10,16,48
Allegheny,PA,2012,30,10,16,48
Allegheny,PA,2013,30,9,16,48
Allen,IN,2011,33,10,15,18
Allen,IN,2012,36,10,16,18
Allen,IN,2013,36,10,15,18
Allen,KS,2011,37,11,8,3
Allen,KS,2012,40,11,8,3
Allen,KS,2013,40,12,0,3
Allen,KY,2011,40,12,5,3
Allen,KY,2012,40,12,5,3
Allen,KY,2013,40,11,5,3
Allen,LA,2011,40,12,4,6
Allen,LA,2012,44,12,4,6
Allen,LA,2013,44,13,4,6
Allen,OH,2011,37,11,11,12
Allen,OH,2012,42,11,13,12
Allen,OH,2013,42,12,12,12
Allendale,SC,2011,41,15,0,3
Allendale,SC,2012,41,15,0,3
Allendale,SC,2013,41,16,0,3
Alpena,MI,2011,35,10,10,3
Alpena,MI,2012,38,10,10,3
Alpena,MI,2013,38,12,7,3
Alpine,CA,2011,36,9,0,0
Alpine,CA,2012,33,9,0,0
Alpine,CA,2013,33,10,0,0
Amador,CA,2011,33,10,13,3
Amador,CA,2012,30,10,13,3
Amador,CA,2013,30,10,11,3
Amelia,VA,2011,36,11,16,0
Amelia,VA,2012,39,11,8,0
Amelia,VA,2013,39,11,8,0
Amherst,VA,2011,35,12,6,0
Amherst,VA,2012,37,12,3,0
Amherst,VA,2013,37,13,3,0
Amite,MS,2011,43,14,0,0
Amite,MS,2012,43,14,0,0
Amite,MS,2013,43,15,15,0
Anchorage,AK,2011,30,7,12,9
Anchorage,AK,2012,28,7,12,9
Anchorage,AK,2013,28,7,13,9
Anderson,KS,2011,35,9,0,3
Anderson,KS,2012,38,9,0,3
Anderson,KS,2013,38,9,0,3
Anderson,KY,2011,40,12,9,0
Anderson,KY,2012,43,12,9,0
Anderson,KY,2013,43,13,9,0
Anderson,SC,2011,30,12,11,3
Anderson,SC,2012,33,12,11,3
Anderson,SC,2013,33,11,10,3
Anderson,TN,2011,37,12,7,3
Anderson,TN,2012,37,12,5,3
Anderson,TN,2013,37,12,5,3
Anderson,TX,2011,34,11,4,3
Anderson,TX,2012,40,11,5,3
Anderson,TX,2013,40,12,5,3
Andrew,MO,2011,36,10,6,0
Andrew,MO,2012,37,10,12,0
Andrew,MO,2013,37,10,6,0
Andrews,TX,2011,36,9,0,3
Andrews,TX,2012,38,9,7,3
Andrews,TX,2013,38,10,0,3
Androscoggin,ME,2011,34,10,15,6
Androscoggin,ME,2012,35,10,14,6
Androscoggin,ME,2013,35,10,13,6
Angelina,TX,2011,36,10,10,6
Angelina,TX,2012,38,10,10,6
Angelina,TX,2013,38,11,7,6
"Anne Arundel",MD,2011,29,9,16,6
"Anne Arundel",MD,2012,30,9,16,6
"Anne Arundel",MD,2013,30,9,14,6
Anoka,MN,2011,32,8,9,6
Anoka,MN,2012,33,8,9,6
Anoka,MN,2013,33,8,9,6
Anson,NC,2011,40,14,0,3
Anson,NC,2012,42,14,0,3
Anson,NC,2013,42,13,0,3
Antelope,NE,2011,34,11,0,6
Antelope,NE,2012,33,11,0,6
Antelope,NE,2013,33,11,0,6
Antrim,MI,2011,36,11,4,0
Antrim,MI,2012,37,11,8,0
Antrim,MI,2013,37,10,9,0
Apache,AZ,2011,37,14,3,12
Apache,AZ,2012,37,14,4,12
Apache,AZ,2013,37,15,3,12
Appanoose,IA,2011,34,9,16,3
Appanoose,IA,2012,37,9,16,3
Appanoose,IA,2013,37,9,16,3
Appling,GA,2011,37,12,22,3
Appling,GA,2012,40,12,17,3
Appling,GA,2013,40,14,5,3
Appomattox,VA,2011,36,13,7,0
Appomattox,VA,2012,39,13,21,0
Appomattox,VA,2013,39,12,20,0
Aransas,TX,2011,34,11,8,0
Aransas,TX,2012,35,11,8,0
Aransas,TX,2013,35,12,9,0
Arapahoe,CO,2011,20,6,12,9
Arapahoe,CO,2012,21,6,11,9
Arapahoe,CO,2013,21,6,11,9
Archer,TX,2011,34,12,11,0
Archer,TX,2012,35,12,11,0
Archer,TX,2013,35,13,0,0
Archuleta,CO,2011,21,6,16,3
Archuleta,CO,2012,21,6,16,3
Archuleta,CO,2013,21,7,17,3
Arenac,MI,2011,37,11,12,3
Arenac,MI,2012,43,11,12,3
Arenac,MI,2013,43,11,6,3
Arkansas,AR,2011,42,13,5,6
Arkansas,AR,2012,43,13,5,6
Arkansas,AR,2013,43,14,5,6
Arlington,VA,2011,24,6,15,3
Arlington,VA,2012,23,6,16,3
Arlington,VA,2013,23,5,15,3
Armstrong,PA,2011,37,11,12,3
Armstrong,PA,2012,40,11,12,3
Armstrong,PA,2013,40,11,12,3
Armstrong,TX,2011,36,11,0,0
Armstrong,TX,2012,36,11,0,0
Armstrong,TX,2013,36,11,0,0
Aroostook,ME,2011,32,13,7,12
Aroostook,ME,2012,34,13,6,12
Aroostook,ME,2013,34,14,4,12
Arthur,NE,2011,37,9,0,0
Arthur,NE,2012,34,9,0,0
Arthur,NE,2013,34,10,0,0
Ascension,LA,2011,36,9,14,3
Ascension,LA,2012,37,9,12,3
Ascension,LA,2013,37,10,14,3
Ashe,NC,2011,29,9,8,3
Ashe,NC,2012,27,9,8,3
Ashe,NC,2013,27,10,7,3
Ashland,OH,2011,35,11,5,3
Ashland,OH,2012,37,11,5,3
Ashland,OH,2013,37,11,8,3
Ashland,WI,2011,32,9,12,3
Ashland,WI,2012,36,9,12,3
Ashland,WI,2013,36,9,12,3
Ashley,AR,2011,43,12,0,3
Ashley,AR,2012,46,12,0,3
Ashley,AR,2013,46,12,0,3
Ashtabula,OH,2011,35,10,11,12
Ashtabula,OH,2012,37,10,11,12
Ashtabula,OH,2013,37,12,10,12
Asotin,WA,2011,35,11,9,3
Asotin,WA,2012,33,11,5,3
Asotin,WA,2013,33,11,5,3
Assumption,LA,2011,39,12,9,3
Assumption,LA,2012,39,12,9,3
Assumption,LA,2013,39,12,4,3
Atascosa,TX,2011,34,9,7,3
Atascosa,TX,2012,38,9,9,3
Atascosa,TX,2013,38,10,9,3
Atchison,KS,2011,36,9,12,3
Atchison,KS,2012,39,9,12,3
Atchison,KS,2013,39,10,12,3
Atchison,MO,2011,35,11,33,3
Atchison,MO,2012,36,11,33,3
Atchison,MO,2013,36,11,18,3
Athens,OH,2011,36,10,3,6
Athens,OH,2012,38,10,3,6
Athens,OH,2013,38,10,3,6
Atkinson,GA,2011,37,10,0,0
Atkinson,GA,2012,37,10,0,0
Atkinson,GA,2013,37,11,0,0
Atlantic,NJ,2011,29,10,14,6
Atlantic,NJ,2012,30,10,13,6
Atlantic,NJ,2013,30,10,12,6
Atoka,OK,2011,38,12,0,3
Atoka,OK,2012,39,12,0,3
Atoka,OK,2013,39,13,0,3
Attala,MS,2011,42,15,0,3
Attala,MS,2012,42,15,5,3
Attala,MS,2013,42,15,5,3
Audrain,MO,2011,36,10,12,3
Audrain,MO,2012,38,10,8,3
Audrain,MO,2013,38,11,8,3
Audubon,IA,2011,35,10,0,3
Audubon,IA,2012,40,10,0,3
Audubon,IA,2013,40,11,0,3
Auglaize,OH,2011,36,10,9,3
Auglaize,OH,2012,41,10,6,3
Auglaize,OH,2013,41,12,7,3
Augusta,VA,2011,32,10,6,3
Augusta,VA,2012,32,10,7,3
Augusta,VA,2013,32,10,5,3
Aurora,SD,2011,33,9,0,0
Aurora,SD,2012,35,9,0,0
Aurora,SD,2013,35,9,0,0
Austin,TX,2011,35,11,0,3
Austin,TX,2012,36,11,4,3
Austin,TX,2013,36,10,7,3
Autauga,AL,2011,38,12,6,3
Autauga,AL,2012,40,12,8,3
Autauga,AL,2013,40,12,7,3
Avery,NC,2011,35,10,0,3
Avery,NC,2012,36,10,0,3
Avery,NC,2013,36,11,0,3
Avoyelles,LA,2011,40,12,2,6
Avoyelles,LA,2012,42,12,0,6
Avoyelles,LA,2013,42,14,2,6
Baca,CO,2011,35,8,0,3
Baca,CO,2012,29,8,0,3
Baca,CO,2013,29,8,0,3
Bacon,GA,2011,36,11,19,3
Bacon,GA,2012,39,11,9,3
Bacon,GA,2013,39,11,9,3
Bailey,TX,2011,36,10,16,3
Bailey,TX,2012,37,10,0,3
Bailey,TX,2013,37,10,14,3
Baker,FL,2011,34,13,8,3
Baker,FL,2012,39,13,11,3
Baker,FL,2013,39,13,15,3
Baker,GA,2011,40,13,0,0
Baker,GA,2012,42,13,0,0
Baker,GA,2013,42,14,0,0
Baker,OR,2011,35,10,19,3
Baker,OR,2012,32,10,25,3
Baker,OR,2013,32,11,25,3
Baldwin,AL,2011,30,11,12,9
Baldwin,AL,2012,29,11,10,9
Baldwin,AL,2013,29,12,9,9
Baldwin,GA,2011,39,12,9,3
Baldwin,GA,2012,38,12,9,3
Baldwin,GA,2013,38,11,11,3
Ballard,KY,2011,37,12,0,0
Ballard,KY,2012,39,12,0,0
Ballard,KY,2013,39,14,0,0
Baltimore,MD,2011,29,9,15,12
Baltimore,MD,2012,29,9,15,12
Baltimore,MD,2013,29,10,15,12
"Baltimore City",MD,2011,35,12,5,36
"Baltimore City",MD,2012,34,12,5,36
"Baltimore City",MD,2013,34,12,6,36
Bamberg,SC,2011,44,14,13,0
Bamberg,SC,2012,47,14,7,0
Bamberg,SC,2013,47,16,6,0
Bandera,TX,2011,33,12,10,0
Bandera,TX,2012,38,12,5,0
Bandera,TX,2013,38,13,5,0
Banks,GA,2011,35,10,12,0
Banks,GA,2012,35,10,18,0
Banks,GA,2013,35,11,16,0
Banner,NE,2011,37,9,0,0
Banner,NE,2012,39,9,0,0
Banner,NE,2013,39,11,0,0
Bannock,ID,2011,33,9,6,3
Bannock,ID,2012,33,9,5,3
Bannock,ID,2013,33,10,7,3
Baraga,MI,2011,37,12,0,3
Baraga,MI,2012,40,12,0,3
Baraga,MI,2013,40,12,0,3
Barber,KS,2011,37,11,22,6
Barber,KS,2012,41,11,22,6
Barber,KS,2013,41,12,21,6
Barbour,AL,2011,44,14,7,3
Barbour,AL,2012,42,14,3,3
Barbour,AL,2013,42,14,4,3
Barbour,WV,2011,43,12,6,3
Barbour,WV,2012,40,12,6,3
Barbour,WV,2013,40,12,6,3
Barnes,ND,2011,34,7,28,3
Barnes,ND,2012,31,7,19,3
Barnes,ND,2013,31,6,18,3
Barnstable,MA,2011,22,8,19,6
Barnstable,MA,2012,20,8,20,6
Barnstable,MA,2013,20,9,21,6
Barnwell,SC,2011,40,13,4,3
Barnwell,SC,2012,43,13,0,3
Barnwell,SC,2013,43,14,4,3
Barren,KY,2011,34,13,5,3
Barren,KY,2012,34,13,7,3
Barren,KY,2013,34,14,5,3
Barron,WI,2011,34,8,11,9
Barron,WI,2012,37,8,11,9
Barron,WI,2013,37,9,9,9
Barrow,GA,2011,35,10,4,3
Barrow,GA,2012,35,10,4,3
Barrow,GA,2013,35,12,6,3
Barry,MI,2011,37,10,10,3
Barry,MI,2012,41,10,9,3
Barry,MI,2013,41,10,8,3
Barry,MO,2011,35,10,11,6
Barry,MO,2012,37,10,11,6
Barry,MO,2013,37,10,11,6
Bartholomew,IN,2011,34,11,12,3
Bartholomew,IN,2012,36,11,12,3
Bartholomew,IN,2013,36,10,10,3
Barton,KS,2011,36,11,11,9
Barton,KS,2012,39,11,11,9
Barton,KS,2013,39,12,11,9
Barton,MO,2011,35,11,0,3
Barton,MO,2012,40,11,0,3
Barton,MO,2013,40,12,0,3
Bartow,GA,2011,35,9,8,3
Bartow,GA,2012,32,9,6,3
Bartow,GA,2013,32,11,6,3
Bastrop,TX,2011,37,10,4,3
Bastrop,TX,2012,38,10,5,3
Bastrop,TX,2013,38,10,5,3
Bates,MO,2011,35,10,12,3
Bates,MO,2012,37,10,12,3
Bates,MO,2013,37,11,12,3
Bath,KY,2011,38,13,0,0
Bath,KY,2012,38,13,0,0
Bath,KY,2013,38,13,0,0
Bath,VA,2011,34,12,0,3
Bath,VA,2012,34,12,0,3
Bath,VA,2013,34,12,0,3
Baxter,AR,2011,32,11,12,3
Baxter,AR,2012,33,11,9,3
Baxter,AR,2013,33,11,10,3
Bay,FL,2011,29,10,8,6
Bay,FL,2012,30,10,8,6
Bay,FL,2013,30,10,8,6
Bay,MI,2011,37,11,9,3
Bay,MI,2012,39,11,8,3
Bay,MI,2013,39,11,8,3
Bayfield,WI,2011,33,9,13,0
Bayfield,WI,2012,35,9,14,0
Bayfield,WI,2013,35,10,13,0
Baylor,TX,2011,35,12,0,3
Baylor,TX,2012,34,12,0,3
Baylor,TX,2013,34,12,0,3
Beadle,SD,2011,34,8,25,3
Beadle,SD,2012,37,8,25,3
Beadle,SD,2013,37,8,17,3
"Bear Lake",ID,2011,32,9,0,3
"Bear Lake",ID,2012,31,9,0,3
"Bear Lake",ID,2013,31,10,0,3
Beaufort,NC,2011,40,13,13,6
Beaufort,NC,2012,42,13,13,6
Beaufort,NC,2013,42,15,10,6
Beaufort,SC,2011,22,9,12,6
Beaufort,SC,2012,23,9,10,6
Beaufort,SC,2013,23,9,13,6
Beauregard,LA,2011,36,12,3,3
Beauregard,LA,2012,38,12,3,3
Beauregard,LA,2013,38,13,6,3
Beaver,OK,2011,40,11,0,3
Beaver,OK,2012,40,11,0,3
Beaver,OK,2013,40,11,0,3
Beaver,PA,2011,36,11,6,3
Beaver,PA,2012,36,11,7,3
Beaver,PA,2013,36,11,6,3
Beaver,UT,2011,36,8,0,6
Beaver,UT,2012,34,8,16,6
Beaver,UT,2013,34,9,15,6
Beaverhead,MT,2011,28,9,11,3
Beaverhead,MT,2012,28,9,11,3
Beaverhead,MT,2013,28,8,11,3
Becker,MN,2011,33,9,6,3
Becker,MN,2012,35,9,6,3
Becker,MN,2013,35,8,9,3
Beckham,OK,2011,38,10,5,6
Beckham,OK,2012,41,10,5,6
Beckham,OK,2013,41,10,5,6
Bedford,PA,2011,33,11,4,3
Bedford,PA,2012,36,11,4,3
Bedford,PA,2013,36,12,4,3
Bedford,TN,2011,37,12,9,3
Bedford,TN,2012,41,12,9,3
Bedford,TN,2013,41,12,9,3
Bedford,VA,2011,30,9,3,0
Bedford,VA,2012,31,9,7,0
Bedford,VA,2013,31,10,7,0
"Bedford City",VA,2011,36,13,0,3
"Bedford City",VA,2012,36,13,0,3
"Bedford City",VA,2013,36,13,0,3
Bee,TX,2011,37,9,9,3
Bee,TX,2012,36,9,9,3
Bee,TX,2013,36,10,9,3
Belknap,NH,2011,29,9,16,3
Belknap,NH,2012,29,9,15,3
Belknap,NH,2013,29,9,13,3
Bell,KY,2011,40,15,10,6
Bell,KY,2012,42,15,7,6
Bell,KY,2013,42,15,7,6
Bell,TX,2011,34,10,6,9
Bell,TX,2012,34,10,6,9
Bell,TX,2013,34,10,6,9
Belmont,OH,2011,34,12,9,9
Belmont,OH,2012,36,12,9,9
Belmont,OH,2013,36,12,7,9
Beltrami,MN,2011,34,8,11,6
Beltrami,MN,2012,35,8,14,6
Beltrami,MN,2013,35,8,9,6
"Ben Hill",GA,2011,39,13,6,3
"Ben Hill",GA,2012,39,13,6,3
"Ben Hill",GA,2013,39,14,6,3
Benewah,ID,2011,36,11,0,3
Benewah,ID,2012,35,11,0,3
Benewah,ID,2013,35,12,0,3
Bennett,SD,2011,41,12,0,0
Bennett,SD,2012,42,12,0,0
Bennett,SD,2013,42,14,0,0
Bennington,VT,2011,25,7,19,3
Bennington,VT,2012,26,7,22,3
Bennington,VT,2013,26,8,24,3
Benson,ND,2011,38,11,15,0
Benson,ND,2012,40,11,14,0
Benson,ND,2013,40,10,15,0
Bent,CO,2011,30,6,0,0
Bent,CO,2012,31,6,0,0
Bent,CO,2013,31,6,0,0
Benton,AR,2011,31,7,10,9
Benton,AR,2012,31,7,11,9
Benton,AR,2013,31,9,10,9
Benton,IA,2011,34,8,8,3
Benton,IA,2012,37,8,7,3
Benton,IA,2013,37,9,12,3
Benton,IN,2011,35,12,0,0
Benton,IN,2012,41,12,0,0
Benton,IN,2013,41,12,0,0
Benton,MN,2011,32,8,8,0
Benton,MN,2012,33,8,7,0
Benton,MN,2013,33,9,8,0
Benton,MO,2011,35,13,5,0
Benton,MO,2012,40,13,5,0
Benton,MO,2013,40,14,5,0
Benton,MS,2011,42,14,0,0
Benton,MS,2012,43,14,0,0
Benton,MS,2013,43,14,0,0
Benton,OR,2011,29,7,17,3
Benton,OR,2012,27,7,17,3
Benton,OR,2013,27,7,15,3
Benton,TN,2011,38,14,6,3
Benton,TN,2012,40,14,0,3
Benton,TN,2013,40,14,6,3
Benton,WA,2011,33,9,18,9
Benton,WA,2012,34,9,14,9
Benton,WA,2013,34,10,15,9
Benzie,MI,2011,36,11,0,3
Benzie,MI,2012,36,11,6,3
Benzie,MI,2013,36,11,6,3
Bergen,NJ,2011,23,8,21,15
Bergen,NJ,2012,24,8,20,15
Bergen,NJ,2013,24,8,19,15
Berkeley,SC,2011,40,12,7,0
Berkeley,SC,2012,41,12,7,0
Berkeley,SC,2013,41,12,7,0
Berkeley,WV,2011,36,11,8,3
Berkeley,WV,2012,35,11,8,3
Berkeley,WV,2013,35,12,6,3
Berks,PA,2011,33,9,16,9
Berks,PA,2012,33,9,14,9
Berks,PA,2013,33,9,13,9
Berkshire,MA,2011,26,9,12,9
Berkshire,MA,2012,27,9,11,9
Berkshire,MA,2013,27,9,9,9
Bernalillo,NM,2011,22,6,11,15
Bernalillo,NM,2012,22,6,11,15
Bernalillo,NM,2013,22,6,9,15
Berrien,GA,2011,38,11,12,0
Berrien,GA,2012,37,11,6,0
Berrien,GA,2013,37,12,0,0
Berrien,MI,2011,34,11,11,6
Berrien,MI,2012,36,11,11,6
Berrien,MI,2013,36,11,8,6
Bertie,NC,2011,43,15,5,3
Bertie,NC,2012,45,15,5,3
Bertie,NC,2013,45,15,5,3
Bethel,AK,2011,38,6,6,3
Bethel,AK,2012,35,6,6,3
Bethel,AK,2013,35,7,6,3
Bexar,TX,2011,28,9,8,36
Bexar,TX,2012,31,9,7,36
Bexar,TX,2013,31,9,7,36
Bibb,AL,2011,38,12,9,3
Bibb,AL,2012,40,12,5,3
Bibb,AL,2013,40,11,4,3
Bibb,GA,2011,36,13,8,9
Bibb,GA,2012,35,13,6,9
Bibb,GA,2013,35,12,9,9
Bienville,LA,2011,43,13,0,3
Bienville,LA,2012,45,13,0,3
Bienville,LA,2013,45,14,0,3
"Big Horn",MT,2011,40,12,0,6
"Big Horn",MT,2012,40,12,0,6
"Big Horn",MT,2013,40,13,0,6
"Big Horn",WY,2011,32,9,17,6
"Big Horn",WY,2012,31,9,17,6
"Big Horn",WY,2013,31,9,17,6
"Big Stone",MN,2011,33,9,19,6
"Big Stone",MN,2012,35,9,19,6
"Big Stone",MN,2013,35,9,19,6
Billings,ND,2011,34,8,0,0
Billings,ND,2012,38,8,0,0
Billings,ND,2013,38,9,0,0
Bingham,ID,2011,34,12,7,6
Bingham,ID,2012,38,12,4,6
Bingham,ID,2013,38,12,4,6
"Black Hawk",IA,2011,31,9,8,9
"Black Hawk",IA,2012,32,9,9,9
"Black Hawk",IA,2013,32,9,10,9
Blackford,IN,2011,34,12,8,3
Blackford,IN,2012,39,12,8,3
Blackford,IN,2013,39,12,8,3
Bladen,NC,2011,40,14,3,3
Bladen,NC,2012,43,14,0,3
Bladen,NC,2013,43,15,3,3
Blaine,ID,2011,20,6,36,3
Blaine,ID,2012,21,6,40,3
Blaine,ID,2013,21,6,52,3
Blaine,MT,2011,41,12,0,0
Blaine,MT,2012,39,12,0,0
Blaine,MT,2013,39,12,0,0
Blaine,NE,2011,36,9,0,0
Blaine,NE,2012,36,9,0,0
Blaine,NE,2013,36,9,0,0
Blaine,OK,2011,38,10,0,6
Blaine,OK,2012,40,10,0,6
Blaine,OK,2013,40,12,0,6
Blair,PA,2011,40,11,10,9
Blair,PA,2012,37,11,8,9
Blair,PA,2013,37,11,8,9
Blanco,TX,2011,36,10,0,0
Blanco,TX,2012,37,10,0,0
Blanco,TX,2013,37,11,0,0
Bland,VA,2011,36,11,0,0
Bland,VA,2012,38,11,0,0
Bland,VA,2013,38,12,0,0
Bleckley,GA,2011,37,12,0,3
Bleckley,GA,2012,35,12,0,3
Bleckley,GA,2013,35,12,0,3
Bledsoe,TN,2011,41,12,0,0
Bledsoe,TN,2012,40,12,0,0
Bledsoe,TN,2013,40,13,0,0
Blount,AL,2011,38,13,5,3
Blount,AL,2012,38,13,5,3
Blount,AL,2013,38,14,5,3
Blount,TN,2011,38,11,6,3
Blount,TN,2012,39,11,6,3
Blount,TN,2013,39,11,6,3
"Blue Earth",MN,2011,32,7,15,3
"Blue Earth",MN,2012,33,7,13,3
"Blue Earth",MN,2013,33,6,12,3
Boise,ID,2011,39,9,13,0
Boise,ID,2012,36,9,13,0
Boise,ID,2013,36,10,14,0
Bolivar,MS,2011,44,14,8,3
Bolivar,MS,2012,44,14,8,3
Bolivar,MS,2013,44,14,9,3
Bollinger,MO,2011,37,10,8,0
Bollinger,MO,2012,43,10,8,0
Bollinger,MO,2013,43,12,8,0
"Bon Homme",SD,2011,35,9,0,6
"Bon Homme",SD,2012,36,9,0,6
"Bon Homme",SD,2013,36,10,0,6
Bond,IL,2011,33,9,5,3
Bond,IL,2012,37,9,6,3
Bond,IL,2013,37,10,6,3
Bonner,ID,2011,26,8,14,3
Bonner,ID,2012,26,8,19,3
Bonner,ID,2013,26,9,17,3
Bonneville,ID,2011,29,9,8,6
Bonneville,ID,2012,29,9,7,6
Bonneville,ID,2013,29,9,6,6
Boone,AR,2011,34,12,0,3
Boone,AR,2012,34,12,0,3
Boone,AR,2013,34,12,3,3
Boone,IA,2011,37,8,15,3
Boone,IA,2012,40,8,12,3
Boone,IA,2013,40,9,11,3
Boone,IL,2011,32,8,9,0
Boone,IL,2012,37,8,6,0
Boone,IL,2013,37,9,4,0
Boone,IN,2011,36,9,15,3
Boone,IN,2012,36,9,12,3
Boone,IN,2013,36,9,12,3
Boone,KY,2011,35,9,12,3
Boone,KY,2012,36,9,12,3
Boone,KY,2013,36,10,11,3
Boone,MO,2011,34,7,14,6
Boone,MO,2012,32,7,12,6
Boone,MO,2013,32,7,13,6
Boone,NE,2011,33,9,0,3
Boone,NE,2012,33,9,0,3
Boone,NE,2013,33,9,0,3
Boone,WV,2011,39,15,4,3
Boone,WV,2012,40,15,0,3
Boone,WV,2013,40,14,0,3
Borden,TX,2011,37,10,0,0
Borden,TX,2012,36,10,0,0
Borden,TX,2013,36,11,0,0
Bosque,TX,2011,32,10,0,3
Bosque,TX,2012,34,10,0,3
Bosque,TX,2013,34,11,0,3
Bossier,LA,2011,34,12,13,3
Bossier,LA,2012,35,12,11,3
Bossier,LA,2013,35,11,11,3
Botetourt,VA,2011,33,11,6,0
Botetourt,VA,2012,35,11,9,0
Botetourt,VA,2013,35,10,9,0
