@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1,3_clustered'

@attribute Instance_number numeric
@attribute state {SC,LA,VA,ID,IA,KY,MO,OK,CO,IL,IN,MS,ND,NE,OH,PA,WA,WI,VT,MN,FL,NC,CA,NY,WY,MI,AK,MD,KS,TN,TX,ME,AZ,GA,AR,NJ,SD,AL,OR,WV,MA,UT,MT,NH,NM,RI,NV,DC,CT,HI,DE}
@attribute poverty numeric
@attribute population numeric
@attribute per_capita_income numeric
@attribute num_of_death numeric
@attribute num_of_birth numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
2658,MA,12.1,130016,46660,2350,2425,cluster6
2659,AZ,24.8,107094,34662,868,5891,cluster3
2660,OK,9.3,20548,49070,103,988,cluster6
2661,FL,19.06,332529,36425,4059,17579,cluster7
2662,NV,15,425710,50910,4845,16534,cluster1
2663,AR,24.69,45966,33426,278,1532,cluster3
2664,VT,17.2,6291,34535,131,313,cluster7
2665,ID,17.1,24802,50123,126,572,cluster1
2666,MI,22.2,61723,41535,623,1352,cluster7
2667,KS,10.8,2986,46693,67,89,cluster6
2668,MO,13.77,7734,41409,189,388,cluster4
2669,NM,27.3,66338,48028,1419,1364,cluster2
2670,OH,14.7,76334,35860,1540,3953,cluster4
2671,MS,13.1,143702,59890,745,2443,cluster8
2672,TX,16.4,7351,46400,167,252,cluster1
2673,NC,19.3,913639,52363,5079,14765,cluster2
2674,MI,15.1,70617,38041,1222,3396,cluster4
2675,MO,11.1,79824,52413,1077,2568,cluster6
2676,TX,15.48,3722,44331,66,143,cluster1
2677,KS,13.4,22302,56891,193,1229,cluster8
2678,OH,15.9,137206,40783,2671,6687,cluster1
2679,VA,13,336898,118934,1993,15209,cluster5
2680,NC,19.1,34915,32766,554,528,cluster7
2681,GA,25.6,16799,42196,308,610,cluster3
2682,OH,18.6,437998,40759,7761,9172,cluster7
2683,CO,3.42,292167,95973,6004,9922,cluster5
2684,IA,11.9,20793,43039,373,815,cluster4
2685,IN,16.6,34370,47265,696,855,cluster1
2686,OR,14.8,22566,39867,205,1085,cluster4
2687,GA,25.3,65471,41922,1275,3777,cluster3
2688,OK,13.2,41433,35250,743,1204,cluster4
2689,KY,29.28,13216,28004,177,695,cluster3
2690,NC,32.5,17630,36019,202,382,cluster0
2691,AR,28.5,22342,36015,252,805,cluster3
2692,KY,20.7,35499,29089,507,1151,cluster7
2693,FL,21.7,30818,46773,199,485,cluster2
2694,MI,19.1,52242,44233,405,993,cluster1
2695,NC,18.4,60088,45592,456,1122,cluster1
2696,MS,20.8,23046,32715,255,598,cluster7
2697,MD,14.82,30051,41829,637,1050,cluster1
2698,OR,20.4,116584,43019,641,5405,cluster7
2699,ND,8.2,8734,59583,78,192,cluster8
2700,TN,17.65,157419,39564,3058,7382,cluster7
2701,MT,15.87,7063,37850,92,317,cluster7
2702,IN,18.7,22969,45992,405,836,cluster1
2703,TX,21.66,8290,35775,63,414,cluster7
2704,WI,13.51,16714,41181,365,565,cluster4
2705,MN,4.9,50625,63237,937,1963,cluster8
2706,ND,9.9,5500,48302,65,114,cluster6
2707,GA,24.5,22945,33253,299,397,cluster3
2708,SC,23.36,23571,34700,135,958,cluster3
2709,KS,18.6,9968,44056,132,401,cluster1
2710,NV,8.6,46996,60869,628,2090,cluster8
2711,KY,18.4,14315,39174,197,323,cluster7
2712,VA,11.72,84930,61335,1666,2126,cluster8
2713,OH,11.7,34198,57079,662,1457,cluster8
2714,MT,20.6,1664,36550,32,66,cluster7
2715,FL,26.7,1195317,46043,6924,60333,cluster2
2716,OK,17.6,31629,34998,438,1337,cluster7
2717,GA,25.9,27556,41283,148,879,cluster3
2718,OH,15.7,125380,49344,1648,3221,cluster1
2719,MO,15.97,25346,36590,607,1132,cluster7
2720,NE,15.88,9196,38824,48,405,cluster7
2721,ME,14.75,57695,37915,1176,2347,cluster4
2722,TX,19.7,3327,29302,79,183,cluster7
2723,MI,13.3,9513,39486,235,458,cluster4
2724,MT,16.6,8558,44548,99,333,cluster1
2725,CO,9.4,16043,65568,201,246,cluster8
2726,TN,16,4783,30016,77,235,cluster7
2727,KS,10.22,1966,45992,45,54,cluster6
2728,NE,13.2,2007,37292,19,82,cluster4
2729,LA,22.9,75101,40914,697,1128,cluster3
2730,MN,4.92,132556,81586,3029,4901,cluster5
2731,MN,16.46,514696,51719,4027,11087,cluster1
2732,OH,16.9,42539,48295,381,902,cluster1
2733,KY,29.9,8202,42761,96,124,cluster0
2734,SC,26.63,34726,30780,609,877,cluster3
2735,KS,9.3,4407,48634,51,66,cluster6
2736,IL,15.44,66622,41079,646,1787,cluster1
2737,AZ,27.79,47676,35500,445,2486,cluster3
2738,IA,11.2,11369,48372,207,394,cluster6
2739,TX,24,146645,61268,1068,4026,cluster2
2740,PA,12.2,214477,43002,2386,7135,cluster4
2741,CO,11.5,5169,39230,44,252,cluster4
2742,GA,27.4,187743,47238,1156,3358,cluster2
2743,MI,11.83,32848,48285,554,1120,cluster6
2744,MT,14.26,11752,42308,99,572,cluster1
2745,KS,15.3,6956,37140,150,205,cluster4
2746,CO,11.4,3723,33086,78,201,cluster4
2747,SD,13.97,3628,43496,60,158,cluster1
2748,NE,14.7,732,42257,6,26,cluster1
2749,IL,16.37,15442,39308,307,464,cluster7
2750,TX,16.8,9290,38619,93,168,cluster7
2751,VA,17.08,21311,40342,363,1106,cluster7
2752,KS,14.12,5993,39104,34,326,cluster4
2753,FL,15.72,1169107,44635,18973,68481,cluster9
2754,AR,15.68,61944,37552,778,2494,cluster7
2755,MI,19.6,25796,43530,528,1117,cluster7
2756,SC,24.1,31446,29205,528,567,cluster3
2757,MN,13.1,8416,50262,119,444,cluster6
2758,MN,13.13,57252,47879,1224,1034,cluster6
2759,TX,11.5,111963,59754,3120,2326,cluster8
2760,KS,17.9,9881,42256,175,356,cluster1
2761,MT,16.1,4665,39474,101,138,cluster7
2762,NC,19,26351,32339,344,605,cluster7
2763,AR,19.35,16573,32685,407,340,cluster7
2764,IL,10.8,18891,45183,234,668,cluster6
2765,WY,11.8,15786,52855,193,852,cluster6
2766,TX,19,5410,36193,82,217,cluster7
2767,GA,29.3,18761,45804,296,1011,cluster2
2768,SC,35.81,10181,24820,184,248,cluster0
2769,MO,18,30626,34837,352,622,cluster7
2770,MA,6.1,675436,81590,4611,17685,cluster5
2771,TX,13,17126,49340,180,738,cluster6
2772,GA,24.5,3637,33950,72,152,cluster3
2773,NC,23.5,32343,31637,367,727,cluster3
2774,IA,12.4,48934,46577,577,1094,cluster6
2775,WY,13.4,37276,39248,421,1888,cluster4
2776,MA,8.11,16766,58133,216,955,cluster8
2777,IL,11.6,5019,45772,48,83,cluster6
2778,NY,19.1,181440,51194,1512,4070,cluster2
2779,AL,35.52,43332,25859,555,660,cluster0
2780,GA,10,707442,62596,17196,22235,cluster8
2781,IA,14.2,8760,45158,174,434,cluster1
2782,NY,10.6,2567098,42047,15839,40300,cluster9
2783,KY,16.39,18777,39160,257,423,cluster7
2784,MN,13.57,21397,44945,234,625,cluster1
2785,NY,15.7,45514,40252,314,1963,cluster1
2786,KY,19.4,20748,26683,185,460,cluster7
2787,TX,15.92,14032,43740,257,686,cluster1
2788,MI,15,33649,45875,545,1599,cluster1
2789,NE,13.3,684,29383,10,33,cluster4
2790,WY,9.95,76366,52904,728,1253,cluster6
2791,MO,10.76,20789,49202,295,332,cluster6
2792,ND,7.8,11046,47425,198,174,cluster6
2793,SC,15,54714,35223,374,2984,cluster4
2794,PA,10.2,523594,53408,3015,19316,cluster6
2795,KS,20.1,8704,46421,147,293,cluster1
2796,AL,18,184035,43098,4443,4930,cluster1
2797,TX,21.3,7130,35973,41,124,cluster7
2798,CO,7,10119,45059,126,338,cluster6
2799,SC,19.9,393830,47606,2627,14290,cluster2
2800,AK,5.5,1855,68899,12,64,cluster8
2801,TX,15.25,13515,43074,233,476,cluster1
2802,ND,12,1839,49575,31,90,cluster6
2803,TN,19.7,10875,31093,145,215,cluster7
2804,AR,20.76,17083,34513,162,372,cluster7
2805,VA,25.2,16184,34009,81,373,cluster3
2806,KY,21,75896,56377,462,3315,cluster2
2807,VA,18.52,94342,44066,1783,4037,cluster1
2808,AK,16.61,3172,51289,22,119,cluster1
2809,MO,17,9315,28709,69,323,cluster7
2810,ID,15.3,12676,43936,89,240,cluster1
2811,ID,17.61,3822,40149,35,70,cluster7
2812,OH,14.46,92508,41857,1138,3936,cluster1
2813,WV,14.96,7673,37042,162,301,cluster4
2814,AR,15.81,78167,42958,1735,2461,cluster1
2815,KY,27.9,5034,41990,29,180,cluster3
2816,MN,9.3,42379,48993,550,2259,cluster6
2817,MN,8.68,38283,57860,359,714,cluster8
2818,PA,15.4,258934,51670,2345,4284,cluster1
2819,SD,9.8,8339,49902,111,378,cluster6
2820,MI,15.8,107110,43068,1701,4326,cluster1
2821,GA,20.5,3113,27080,51,55,cluster7
2822,GA,20,65451,40659,807,1848,cluster7
2823,VA,20.5,13492,35308,152,369,cluster7
2824,NM,20.53,65703,35894,470,1357,cluster7
2825,CA,24.2,256069,88654,3390,9483,cluster5
2826,AR,21.77,12603,29182,158,268,cluster3
2827,AK,9.5,3088,48137,38,79,cluster6
2828,CO,13.4,47347,41493,601,1862,cluster4
2829,ND,11.91,7019,59000,51,143,cluster8
2830,MS,18.46,12687,35396,90,597,cluster7
2831,MT,30.4,91633,45742,554,2318,cluster0
2832,VA,7.4,34736,42502,227,683,cluster6
2833,SD,9,8237,47912,98,372,cluster6
2834,KY,22.6,17377,29478,226,497,cluster3
2835,CA,19.25,153765,48319,1075,6812,cluster1
2836,TX,24.88,5265,32179,76,110,cluster3
2837,MO,14.98,9171,38568,183,182,cluster4
2838,GA,21.1,16490,40984,205,884,cluster7
2839,TX,11.7,11046,32623,100,586,cluster4
2840,SD,11.49,7250,47131,78,217,cluster6
2841,GA,33,14318,30371,135,508,cluster0
2842,PA,10.5,343519,51426,3163,5566,cluster6
2843,NC,14.6,45148,43679,249,848,cluster1
2844,SD,40.1,3585,47901,27,100,cluster0
2845,MI,21,13436,36376,212,357,cluster7
2846,TX,12.1,43136,40149,649,2080,cluster4
2847,UT,14.9,6601,43939,62,104,cluster1
2848,IN,15.3,177513,43529,2174,4348,cluster1
2849,IA,9,14237,45923,92,227,cluster6
2850,MO,17.47,12327,36076,173,364,cluster7
2851,FL,20.7,135167,47525,2467,7292,cluster2
2852,MS,23.6,36612,33423,495,1331,cluster3
2853,GA,21.9,26637,50594,572,1348,cluster2
2854,MN,7.4,5472,43694,39,102,cluster6
2855,MN,11.4,28357,43491,427,1246,cluster4
2856,MI,16.8,160309,43827,3456,7300,cluster1
2857,KS,10.98,3198,47006,20,161,cluster6
2858,KS,11,16406,40541,131,661,cluster4
2859,VA,11.7,193172,49228,2352,5652,cluster6
2860,MN,12.85,25979,43155,367,1374,cluster4
2861,GA,15.2,21329,32926,331,388,cluster7
2862,AL,9.8,192503,67135,1158,3189,cluster8
2863,PA,13.7,626015,70960,5550,19159,cluster8
2864,MO,16.88,45020,39880,633,2549,cluster7
2865,NH,10.23,123857,54783,2589,6257,cluster6
2866,MI,12.4,182838,75744,1683,5245,cluster5
2867,MS,23.4,20722,30777,214,381,cluster3
2868,MS,27.81,34602,32764,805,1747,cluster3
2869,MN,16.36,13749,36097,217,270,cluster7
2870,CA,13.72,3113,45060,65,151,cluster1
2871,CA,12.5,56072,62618,868,1380,cluster8
2872,LA,26.4,231495,59389,4660,6942,cluster2
2873,UT,13.7,19976,44830,205,380,cluster1
2874,IL,17,18103,46364,324,939,cluster1
2875,VA,18.7,33600,53837,459,1455,cluster2
2876,WV,15.4,11816,38029,104,559,cluster4
2877,TN,21.2,11896,35062,108,354,cluster7
2878,CA,11.8,416471,63090,9439,12358,cluster8
2879,OK,9.3,14872,29476,220,303,cluster4
2880,LA,15,15331,33447,162,345,cluster4
2881,WV,17.3,191663,43110,1587,7642,cluster1
2882,WA,16,12946,39035,208,500,cluster7
2883,VT,11.8,7560,54907,195,373,cluster6
2884,TX,8.69,606953,82147,8724,11954,cluster5
2885,SD,18.5,5459,40622,98,84,cluster7
2886,KS,13.8,9985,44833,201,357,cluster1
2887,FL,30.3,98704,34469,1447,2360,cluster0
2888,KY,21.36,11220,31189,150,523,cluster7
2889,CO,15.33,1370,43206,7,69,cluster1
2890,MI,18.4,107434,43845,1113,2590,cluster1
2891,ID,15.94,13128,41411,84,476,cluster1
2892,MT,16.8,6683,36250,141,181,cluster7
2893,NE,12.2,7020,40266,95,153,cluster4
2894,NY,15.6,61618,50620,708,1109,cluster1
2895,GA,14.96,50410,50207,260,2176,cluster1
2896,FL,24.2,10950,39089,120,491,cluster3
2897,ND,8.7,905,65346,10,40,cluster8
2898,GA,20.2,14328,40936,300,509,cluster7
2899,WV,18.6,45869,33445,577,2253,cluster7
2900,TX,23.2,4562,55599,71,117,cluster2
2901,OH,13.97,56469,38349,943,1664,cluster4
2902,IA,6.07,69444,72146,1356,1803,cluster8
2903,NC,25.3,14772,37458,101,619,cluster3
2904,OH,22.5,235145,39982,4304,5504,cluster3
2905,IA,9.6,136317,52934,1885,4496,cluster6
2906,TN,24.01,40512,29044,999,1243,cluster3
2907,IA,9.71,33335,51996,291,881,cluster6
2908,IA,17.89,8284,33803,162,193,cluster7
2909,VA,21.4,134352,95927,1008,6238,cluster5
2910,IL,19.4,5193,48890,28,274,cluster1
2911,ID,16.4,21262,40229,162,423,cluster1
2912,TX,17.3,396371,31624,2389,8939,cluster7
2913,WA,16.9,71863,43482,468,2547,cluster1
2914,PA,9.31,150811,49545,2561,5664,cluster6
2915,PA,13.9,280291,42341,5249,13651,cluster1
2916,IN,16.36,38828,41271,234,1707,cluster1
2917,AZ,28,196972,40609,1313,3577,cluster3
2918,NE,19.1,6545,45135,95,351,cluster1
2919,TX,22.2,11717,33223,232,452,cluster3
2920,KY,22.3,80938,36542,568,1473,cluster3
2921,LA,20.6,5609,26976,74,263,cluster7
2922,SC,16.3,23363,34007,310,676,cluster7
2923,TX,21.5,323046,41899,2562,5092,cluster7
2924,MO,25,18193,28152,223,296,cluster3
2925,IA,9.3,14407,45881,201,537,cluster6
2926,IN,14.1,28196,42577,293,1453,cluster1
2927,KY,17,8351,40110,115,307,cluster7
2928,AL,24.8,17975,31790,396,944,cluster3
2929,VA,10.8,38462,37312,450,601,cluster4
2930,TX,11.4,8043,38179,150,383,cluster4
2931,CO,10.1,17263,67057,91,354,cluster8
2932,IL,14.46,22133,40247,247,714,cluster4
2933,NM,29.84,25281,27566,179,508,cluster3
2934,WI,11.31,167699,49279,1149,8341,cluster6
2935,MO,10.5,4803,36272,64,106,cluster4
2936,AR,25.8,24994,32326,261,379,cluster3
2937,IA,11.7,12276,48963,200,450,cluster6
2938,TX,6.4,14057,51339,132,256,cluster6
2939,GA,16.3,747274,47068,4118,16354,cluster1
2940,GA,19.1,33320,76298,692,1057,cluster5
2941,RI,41.1,125946,69150,1460,3570,cluster0
2942,OK,11.47,5624,49683,94,174,cluster6
2943,PA,9,38519,42016,696,1140,cluster4
2944,AR,19.4,18624,34952,305,762,cluster7
2945,IL,9.4,113040,50985,735,3654,cluster6
2946,VA,10.1,37749,56450,556,1445,cluster8
2947,OK,16,7683,49718,135,411,cluster1
2948,SC,19.09,19882,39689,231,815,cluster7
2949,WV,17.3,7566,36824,167,317,cluster7
2950,TN,20.3,158759,48502,1600,5506,cluster2
2951,NY,15.6,81654,49198,936,1558,cluster1
2952,AR,36,24682,32130,261,1472,cluster0
2953,PA,16.58,38623,42049,803,1826,cluster1
2954,AR,22.4,13553,35070,299,629,cluster3
2955,AL,12.25,340111,55298,2002,16054,cluster8
2956,TX,16.5,43448,49685,446,1189,cluster1
2957,WY,11.7,7155,53781,118,207,cluster6
2958,NY,14.1,42051,44783,295,2171,cluster1
2959,TX,17,6367,34503,51,239,cluster7
2960,TN,23.5,122784,41736,1627,3476,cluster3
2961,OH,18.8,106507,42782,1517,2377,cluster7
2962,ND,10.6,57012,46952,522,993,cluster6
2963,TX,11.9,703,37318,13,38,cluster4
2964,IL,11.8,24946,38056,235,766,cluster4
2965,MO,7.1,23064,48680,156,624,cluster6
2966,MD,6.78,246489,77095,6078,12531,cluster5
2967,NY,7,18720,46870,228,377,cluster6
2968,IN,15.9,23452,43487,240,488,cluster1
2969,LA,19.93,41895,31733,246,1682,cluster7
2970,OK,19.52,71003,35443,864,2393,cluster7
2971,TX,11.1,13258,37304,66,295,cluster4
2972,CA,25.1,18495,45748,110,996,cluster2
2973,KS,13.9,5974,53086,53,268,cluster6
2974,AR,20.9,76338,39974,871,3188,cluster7
2975,WI,12.1,7412,45193,53,347,cluster6
2976,ID,16.6,193888,41700,3746,4576,cluster1
2977,MT,11.1,2725,48347,42,137,cluster6
2978,OK,22.8,58928,38827,650,963,cluster3
2979,IA,10.1,22443,48705,267,891,cluster6
2980,MT,16.47,2004,37657,47,58,cluster7
2981,ND,8.7,4092,42540,48,165,cluster6
2982,IN,17.2,16852,43947,202,496,cluster1
2983,WA,13.2,91723,45050,944,1774,cluster1
2984,MN,10.5,15464,46906,84,436,cluster6
2985,OR,11.6,22248,34854,279,581,cluster4
2986,CO,9.5,634265,50455,4571,31564,cluster6
2987,VA,6,15690,35147,143,629,cluster4
2988,NC,23.7,359638,44443,6484,21046,cluster2
2989,KS,11.31,8573,47692,110,446,cluster6
2990,NE,13.2,2614,34294,54,129,cluster4
2991,MO,16.15,12270,38722,152,200,cluster7
2992,FL,14.5,2500625,40145,18048,54167,cluster9
2993,TX,15.83,960,39260,9,52,cluster7
2994,NC,23.6,34573,51900,355,634,cluster2
2995,NC,34.7,20271,41719,421,434,cluster0
2996,CT,6.8,150461,74868,2707,4468,cluster5
2997,IA,9.6,16617,44395,86,555,cluster6
2998,NY,10.2,65538,52692,997,1676,cluster6
2999,NC,19.25,45104,35627,556,1299,cluster7
3000,TX,23.61,820790,39116,8926,35697,cluster3
3001,OH,18.77,36303,39383,335,1007,cluster7
3002,TX,16.88,11447,41601,271,276,cluster1
3003,NY,17.3,81618,44193,655,1568,cluster1
3004,IA,11.4,9410,40919,147,418,cluster4
3005,KS,9.7,12347,45243,110,469,cluster6
3006,VA,20.5,52976,42158,719,2652,cluster7
3007,VA,14.5,102251,70813,515,2415,cluster8
3008,NJ,5.2,109638,69658,2744,4312,cluster8
3009,WI,15.3,33426,40136,354,583,cluster1
3010,TX,20.2,19085,44316,391,766,cluster7
3011,TX,15,9632,38002,138,156,cluster4
3012,PA,14.7,67851,42711,776,1552,cluster1
3013,IL,16.7,33236,69731,454,1688,cluster8
3014,WY,6,20927,60532,138,333,cluster8
3015,VA,18.24,12377,35594,163,244,cluster7
3016,VA,18.58,23343,36503,122,472,cluster7
3017,ND,27.25,14206,33024,165,692,cluster3
3018,ID,12.4,8590,38980,89,408,cluster4
3019,OH,9.6,35767,37227,453,1149,cluster4
3020,TX,21.3,10306,32173,221,557,cluster7
3021,TN,12.9,41314,34637,595,1490,cluster4
3022,MI,16.5,61136,40796,1062,2345,cluster1
3023,OK,20,40065,40253,453,980,cluster7
3024,MO,22.2,25556,40899,301,415,cluster7
3025,TX,17.55,23634,36887,703,1414,cluster7
3026,NC,15.4,13404,36109,108,714,cluster7
3027,MI,14.76,37105,40982,518,714,cluster1
3028,VA,25.6,25462,46636,615,1114,cluster2
3029,OH,12.1,75972,41318,776,2332,cluster4
3030,MI,12.8,43868,43429,931,1950,cluster4
3031,TX,24.6,32999,40891,789,1561,cluster3
3032,SD,11.92,6470,44455,80,142,cluster6
3033,MI,21.91,24414,32742,280,1012,cluster3
3034,TX,34.2,168990,55819,1872,5808,cluster0
3035,OR,12.7,1424,33973,10,26,cluster4
3036,MT,26.4,1157,35991,10,54,cluster3
3037,WA,11.71,10476,47602,167,223,cluster6
3038,CA,11.7,348552,68330,7080,19650,cluster8
3039,ME,13,30630,36729,235,651,cluster4
3040,MT,12.96,7487,46566,184,340,cluster6
3041,IL,14.9,16034,48662,163,251,cluster1
3042,AR,18.52,207521,39230,5128,5029,cluster7
3043,WI,13.71,24576,39836,458,573,cluster4
3044,LA,34.27,5066,26903,56,277,cluster0
3045,TX,27.6,20537,48492,267,353,cluster2
3046,VA,15.2,23921,40379,428,769,cluster1
3047,MO,24,2014,34246,36,80,cluster3
3048,CA,17.1,431249,60683,5376,15429,cluster8
3049,OH,15.7,43403,39467,694,1669,cluster1
3050,WA,12.2,733036,67068,8204,35259,cluster8
3051,NM,24.82,29301,31983,359,1481,cluster3
3052,WV,18.5,8692,30826,212,285,cluster7
3053,AR,18.8,17012,29229,244,353,cluster7
3054,TX,19.95,8116,38175,108,244,cluster7
3055,MN,8.9,15899,42737,122,764,cluster6
3056,MT,16.25,1711,39993,19,38,cluster7
3057,TX,17.59,45725,37665,1115,829,cluster7
3058,CA,13.4,407234,62948,9133,17034,cluster8
3059,NY,12,181791,56832,1350,4809,cluster8
3060,KS,18.8,7864,44524,154,219,cluster1
3061,MN,11.4,9184,47504,151,247,cluster6
3062,AL,19.5,31761,33173,751,1168,cluster7
3063,FL,15.2,72893,33300,985,1823,cluster7
3064,LA,23.7,122197,52725,2119,2663,cluster2
3065,FL,14.7,140357,36174,2191,6824,cluster4
3066,MO,17.4,8318,27750,53,208,cluster7
3067,LA,24.07,10949,33721,105,599,cluster3
3068,TX,16.54,35392,39184,521,926,cluster7
3069,NC,19.9,208049,41614,2902,4555,cluster7
3070,MN,9,25734,50339,197,708,cluster6
3071,MS,22.1,36421,36089,507,1542,cluster3
3072,WY,11.52,4799,41845,29,110,cluster4
3073,MN,28.1,10158,53266,252,491,cluster2
3074,VA,10.6,36941,62475,847,1784,cluster8
3075,MT,9.82,11381,56280,217,342,cluster6
3076,VA,17.9,21107,43883,371,1101,cluster1
3077,IN,16,34256,43121,304,657,cluster1
3078,IN,13.6,30620,42318,310,516,cluster4
3079,TX,30.6,17702,32276,132,315,cluster0
3080,AR,16.65,10405,38858,161,500,cluster7
3081,LA,18.92,132374,36624,956,3906,cluster7
3082,SD,11.4,2694,45615,22,94,cluster6
3083,GA,23.58,8746,34189,141,154,cluster3
3084,SC,8.8,10195,24615,113,253,cluster4
3085,AL,23.05,117797,39060,924,5964,cluster3
3086,KS,10.5,2496,42543,27,56,cluster4
3087,MS,21.07,55718,38276,1255,2751,cluster7
3088,OH,15.1,124490,41462,1315,2150,cluster1
3089,CO,20.7,15424,36339,133,270,cluster7
3090,OH,16.5,41886,42640,655,1601,cluster1
3091,PA,16.8,88521,38302,994,2047,cluster7
3092,IA,12.76,40980,47535,543,1748,cluster6
3093,WV,16.8,13737,29352,92,514,cluster7
3094,VA,15.2,22241,40256,250,492,cluster1
3095,IL,11.4,12466,58075,141,566,cluster8
3096,OK,17.9,71412,38528,364,3566,cluster7
3097,MI,16.2,67176,35644,643,2060,cluster7
3098,IN,8.5,16172,42613,176,728,cluster6
3099,CT,6.64,166043,75714,1037,8261,cluster5
3100,VA,18.33,15840,36712,190,349,cluster7
3101,IL,13.2,54020,57323,326,828,cluster8
3102,NY,16.1,48947,45070,455,1626,cluster1
3103,OH,12.3,56399,54540,1369,1811,cluster6
3104,MA,6.3,803701,61079,6427,14086,cluster8
3105,UT,12.9,315809,69019,3413,16852,cluster8
3106,ND,10.2,3990,38030,66,122,cluster4
3107,MO,10.45,76448,54396,727,3032,cluster6
3108,TX,18.99,13747,35218,146,207,cluster7
3109,IL,11,51648,39409,911,1428,cluster4
3110,TX,17.56,5212,34968,79,188,cluster7
3111,SD,24.41,4216,33991,39,168,cluster3
3112,VT,10.8,36745,55120,409,1334,cluster6
3113,AR,22.2,8191,30965,120,367,cluster3
3114,CO,17.3,555,37001,4,24,cluster7
3115,MT,16.5,7089,36872,68,166,cluster7
3116,OK,14.6,41441,36765,785,825,cluster4
3117,TX,17.06,18306,41361,221,856,cluster1
3118,TX,31.5,127616,39299,1336,1921,cluster0
3119,IN,15.3,48028,45269,375,2188,cluster1
3120,SD,17,2933,42472,20,161,cluster1
3121,AR,25.6,95457,37780,1741,3589,cluster3
3122,FL,26.3,18901,31942,295,817,cluster3
3123,AL,30.7,12293,28754,209,699,cluster0
3124,NC,21.1,54221,32518,285,2180,cluster7
3125,AR,21.1,21941,37042,255,540,cluster7
3126,SD,14.2,1344,38767,17,44,cluster4
3127,GA,30.2,5969,32262,82,112,cluster0
3128,WI,20,45591,42805,668,2070,cluster7
3129,OH,10.1,114848,47859,1493,2466,cluster6
3130,MO,17.2,2079,35127,34,97,cluster7
3131,IL,17.32,4370,37757,91,152,cluster7
3132,WA,14.2,4040,41244,51,116,cluster4
3133,CO,8.59,9012,65420,152,152,cluster8
3134,KS,13,37200,46496,249,822,cluster6
3135,MN,12.1,31172,44352,465,1704,cluster6
3136,WI,12.3,16731,37649,158,353,cluster4
3137,GA,14.7,55766,41141,683,1214,cluster1
3138,TN,17.1,6720,25301,132,244,cluster7
3139,ND,8.11,8449,67449,201,451,cluster8
3140,GA,19.1,87311,51913,796,1321,cluster2
3141,PA,19,65111,41898,1414,3401,cluster7
3142,SC,20.73,32916,32857,261,587,cluster7
3143,IN,13.9,17175,45464,397,967,cluster1
3144,TX,22,122658,43321,753,3836,cluster2
3145,MO,15.18,8734,40176,193,170,cluster1
3146,MI,19.11,16281,33382,290,788,cluster7
3147,KY,21.5,16913,42620,404,498,cluster7
3148,TX,17.3,24157,38715,484,691,cluster7
3149,VA,15.9,24665,83413,404,820,cluster5
3150,LA,21.7,22584,36863,267,502,cluster7
3151,VT,8.9,158504,62374,3606,7834,cluster8
3152,LA,21.8,118688,37454,1076,1874,cluster7
3153,IA,11.8,12177,55302,154,263,cluster6
3154,ID,15.83,26346,43120,573,1205,cluster1
3155,MI,14.89,13155,39483,256,258,cluster4
3156,NY,13.58,466960,53394,5939,20339,cluster6
3157,OH,12.3,162846,56683,2079,6767,cluster8
3158,IN,12.2,27729,39945,231,1455,cluster4
3159,SD,11.6,26052,51427,333,1146,cluster6
3160,OK,15.8,11813,40523,242,550,cluster1
3161,OR,18.5,82987,36269,2016,2313,cluster7
3162,KY,29.9,14667,33141,363,659,cluster0
3163,NE,11.9,3783,42545,84,78,cluster4
3164,ND,9.1,156157,51995,3328,6703,cluster6
3165,WI,14.5,959521,40582,8167,15010,cluster1
3166,MO,13.28,19041,43899,181,655,cluster1
3167,ID,16.8,7445,46871,49,206,cluster1
3168,AL,31,8829,27117,201,377,cluster0
3169,MI,21,27577,37629,151,730,cluster7
3170,KY,15.71,65864,44115,1003,1888,cluster1
3171,TN,19.3,15648,35083,206,788,cluster7
3172,TX,17.39,18484,40133,375,405,cluster7
3173,GA,21.34,10404,33929,253,315,cluster7
3174,NC,23.4,27745,34608,144,1478,cluster3
3175,MO,20.1,115258,37743,2058,4270,cluster7
3176,SD,12,4671,47765,76,75,cluster6
3177,PA,11.53,1227066,49682,22785,24403,cluster6
3178,NY,12.5,233556,45973,3447,12263,cluster6
3179,SC,25.3,46103,31936,577,894,cluster3
3180,OH,16.8,64304,33950,464,3195,cluster7
3181,SD,15.2,2742,46581,34,80,cluster1
3182,KS,12,6355,46204,152,298,cluster6
3183,NJ,5.7,66342,55274,677,1037,cluster6
3184,IL,14.18,268459,50462,3692,8106,cluster1
3185,GA,23.2,29407,36562,186,875,cluster3
3186,SD,49.44,2852,28350,68,62,cluster0
3187,NJ,10.9,918888,82001,10844,23573,cluster5
3188,LA,16.82,22131,39539,371,513,cluster7
3189,OH,20.4,51814,42023,503,975,cluster7
3190,TN,20,53508,42620,1151,2434,cluster7
3191,SC,12.57,267129,50738,5854,12827,cluster6
3192,OR,19.85,1426,32491,31,45,cluster7
3193,IN,12.47,47050,46301,239,1616,cluster6
